"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Toussaint, Touki",657053,2023,27,20,87,384,22.1,14.8,0.251,0.409,0.317,0.352,5.5,5.1,39.6,25.2,40.1,50.2,21.7,24.7,3.4,R,1595,23.5,93.6,2224,-9.2,-17.8,16.4,1.1,2.3,86.6,2259,5.1,-34.5,5.9,1.5,,,,,,,,28.8,76.1,2439,12.3,-60.6,18,1.6,26.5,92.9,2210,-15.7,-24.4,17.5,1.2,,,,,,,,18.9,87.5,1624,-11,-32.1,11.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiménez, Dany",666204,2023,29,25,23.1,94,22.3,14.9,0.185,0.354,0.248,0.3,6.8,3.4,33.9,27.5,37.7,30.5,30.5,18.6,20.3,R,405,37.3,93.3,2179,-5.8,-14.1,18.4,1.6,62.7,81.5,2254,0.4,-40,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balazovic, Jordan",666364,2023,24,18,24.1,108,15.7,11.1,0.272,0.459,0.358,0.353,6.3,1.3,49.4,18.1,46.4,44.3,31.6,19,5.1,R,392,47.4,95.1,1963,-5.5,-13.4,17.7,1.1,19.6,86.3,2264,2.2,-33.3,4.3,1.3,8.9,88.6,1482,-11,-27.6,13.1,1.4,24,81.7,2133,2.7,-51.4,10.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rucinski, Drew",607968,2023,34,4,18,95,6.3,14.7,0.313,0.491,0.439,0.401,4.1,1.4,43.2,21.8,40.6,43.2,28.4,23,5.4,R,350,28.9,89,2069,-5.3,-21.3,14.4,1.3,30.3,84.2,2104,4.5,-35.5,5.9,1.3,7.7,83.6,916,-10.6,-32.8,13,1.3,7.1,78.8,2442,4.2,-53.2,10.2,1.5,26,89.1,1987,-15.3,-25.7,17.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yarbrough, Ryan",642232,2023,31,25,89.2,376,17.8,3.5,0.268,0.438,0.317,0.322,4.5,7.3,29.2,22.8,51.5,39.9,26.7,23.3,10.1,L,1424,30.7,87,1874,13.5,-24.9,17.7,1.7,,,,,,,,18.3,78.5,1928,15.8,-39.2,16.7,1.4,26.1,71.9,2162,-14,-47.7,15.4,1.7,0.2,88.2,1863,17,-30.3,17.7,1.5,24.8,84.2,1974,1.5,-29.8,9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urquidy, José",664353,2023,28,16,63,275,16.4,9.1,0.259,0.425,0.34,0.332,4.9,5.4,34,25,51.4,36.5,27.1,24.1,12.3,R,1096,38.3,93.1,2254,-8.1,-12.3,21.2,1.3,,,,,,,,21.6,86.1,2100,-17,-25.8,20.6,1.3,11.6,79.6,2696,9,-55.8,15.5,1.9,9.8,93.7,2138,-14.9,-17.9,20.2,1.4,,,,,,,,,,,,,,,,,,,,,,18.7,80.6,2650,14.4,-40.3,14.9,1.5,,,,,,,,,,,,,,,,,,,,,
"Ginkel, Kevin",656464,2023,29,60,65.1,255,27.5,9.4,0.201,0.337,0.246,0.273,5,3.1,37.1,31.2,46.8,49.7,23.3,21.4,5.7,R,1055,46.8,95.7,2397,-9.7,-15.2,17.8,1.1,43,86.7,2410,3.3,-38.5,4.6,1.3,,,,,,,,,,,,,,,10.1,94.8,2298,-16.4,-19.9,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"González, Victor",624647,2023,27,34,33.2,135,22.2,7.4,0.225,0.328,0.276,0.278,0,2.2,29.3,28.8,45.7,54.3,18.5,25,2.2,L,510,,,,,,,,29.8,86.1,2339,-1.1,-34.8,3.3,1.3,6.5,87.1,1839,14.4,-33.5,14.7,1.4,,,,,,,,63.7,94.6,2168,17.7,-25.1,18.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holderman, Colin",670059,2023,27,58,56,240,24.2,8.3,0.234,0.364,0.299,0.294,5,6.3,43.1,23.2,47.7,53.8,19.4,20,6.9,R,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,97.9,2217,-15.3,-20.6,17.5,1.3,20.3,92.3,2411,2,-25.5,7.2,1.5,,,,,,,,,,,,,,,29.6,84.5,2499,11.2,-31.6,13.6,1.6,,,,,,,,,,,,,,,,,,,,,
"Singer, Brady",663903,2023,26,29,159.2,702,18.9,7,0.276,0.452,0.346,0.339,7.4,2.7,48.6,22.7,45.6,50.2,21.7,24,4.1,R,2612,0.2,90.9,2324,-1.8,-23.1,10.1,1.4,42.1,84,2377,3.4,-37.6,4.4,1.6,6.3,87.7,1849,-15,-28.1,17,1.3,,,,,,,,51,92.1,2280,-12.9,-22.6,16.3,1.3,,,,,,,,,,,,,,,,,,,,,,0.5,81.2,2250,13.3,-37.6,14.1,1.4,,,,,,,,,,,,,,,,,,,,,
"Ramírez, Yohan",670990,2023,28,31,38.1,176,19.9,9.7,0.238,0.339,0.335,0.317,1.8,4.4,31.9,20.6,40.2,59.3,18.6,17.7,4.4,R,714,0.1,97.8,2119,-16.5,-16.9,20.2,,,,,,,,,3.5,89.7,2030,-16.5,-33,16.7,1.4,,,,,,,,70.3,95.1,2162,-17.7,-27.5,18,1.1,,,,,,,,,,,,,,,,,,,,,,26.1,82.8,2439,15.3,-35.2,16.3,1.7,,,,,,,,,,,,,,,,,,,,,
"Brash, Matt",666374,2023,25,78,70.2,308,34.7,9.4,0.21,0.305,0.292,0.28,6,2.4,34.3,38.1,44.5,45.8,30.1,19.9,4.2,R,1304,33.7,98.1,2274,-9.7,-15.2,16.5,1.1,50.5,88.8,2826,11.8,-31.4,12.7,1.7,0.1,87.3,2292,-20.4,-26.8,22.6,,8.7,85.8,2978,13.6,-42.7,14.9,1.4,3,98.5,2205,-17.7,-20.6,19.3,1.3,4.1,92,2664,3.7,-26.5,7.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vesia, Alex",681911,2023,27,56,49.2,217,29.5,7.8,0.231,0.391,0.318,0.296,9.7,2.2,42.5,30.3,50.8,29.1,35.8,22.4,12.7,L,853,68.1,94.4,2361,6.1,-11.4,20.4,1,30.5,85.9,2467,-7.2,-33.3,8.3,1.3,1.4,86.4,1647,13.1,-26.5,16.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sears, JP",676664,2023,27,32,172.1,735,21.9,7.2,0.245,0.448,0.335,0.33,6.3,4.4,38.4,24.7,51,30.5,35.4,21.8,12.3,L,2867,50.1,93.1,2135,11.2,-16.9,18.5,1.1,13.1,82.1,2457,-1.8,-33.5,7.7,1.3,15.1,84.1,1716,16.7,-35.4,17.1,1.3,,,,,,,,0.1,92.1,2175,14.7,-25.1,16.4,1.5,,,,,,,,,,,,,,,,,,,,,,21.5,81,2480,-10.1,-36.2,12,1.5,,,,,,,,,,,,,,,,,,,,,
"Cox, Austin",680735,2023,26,24,35.2,149,22.1,11.4,0.26,0.392,0.291,0.339,6.2,2.1,42.3,27.8,44.1,37.1,29.9,27.8,5.2,L,578,48.6,91.5,2050,3.1,-14.2,18.9,1.5,1.7,83.4,2329,-3.6,-36.9,4.8,1.3,15.2,82.9,1661,9.5,-28.8,14.6,1.5,15.2,77.8,2443,-3.2,-57.1,12.6,1.6,,,,,,,,19.2,86.7,2294,-4.5,-32.3,6.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herrin, Tim",682120,2023,26,23,27.2,121,26.4,9.9,0.243,0.425,0.338,0.33,10.7,9.3,37.3,26.9,47.5,46.7,28,21.3,4,L,509,41.8,96.6,2394,7,-16.3,14.8,1.1,40.7,88.1,2295,-4,-32.6,6.1,1.5,,,,,,,,12.2,83.5,2456,-11.3,-42.7,12.1,1.3,5.3,96.1,2277,14.4,-25.2,15.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lovelady, Richard",663992,2023,27,27,23.1,96,25,10.4,0.197,0.375,0.291,0.303,10.2,1.7,44.1,23.8,45.5,47.5,30.5,13.6,8.5,L,378,31.2,90.8,2360,7.5,-18.7,16.4,1.3,46.6,85.9,2381,-4.7,-34.1,6.5,1.4,1.1,86.1,1657,11.5,-33.7,12.7,1.4,,,,,,,,21.2,91,2235,15,-27.7,16.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keller, Mitch",656605,2023,27,32,194.1,825,25.5,6.7,0.251,0.404,0.31,0.315,4,5.1,35.6,23.2,47.8,44.2,25.5,25,5.3,R,3119,26.1,95.2,2377,-9,-15.2,17.6,1.7,,,,,,,,2.8,90.7,1646,-15.4,-29.8,16.1,1.5,8,78,2604,12.5,-59.9,19.1,1.5,22.8,93.9,2374,-15.6,-21.9,18.2,1.5,24.3,89.7,2456,3.6,-28.3,7.2,2.1,,,,,,,,,,,,,,,16.1,82.8,2757,18.5,-40.5,18.7,1.7,,,,,,,,,,,,,,,,,,,,,
"Steele, Justin",657006,2023,27,30,173.1,716,24.6,5,0.25,0.365,0.291,0.29,4.2,5.2,36.6,23.8,52.9,50.3,19.5,24.1,6,L,2678,62.6,91.8,2402,-1.3,-21.5,11,1.5,33.9,83.3,2658,-14.1,-39.9,14.3,1.6,1,87.5,1745,11,-28.2,13.5,1.3,0.6,80.7,2672,-10.7,-52.4,15.2,1.3,1.8,92.2,2396,8.3,-20.9,14.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Hunter",686613,2023,24,31,155.2,665,26.8,8.3,0.24,0.414,0.34,0.318,4,1.9,44.4,24.8,46.4,52.2,22.2,20.8,4.7,R,2720,46.1,95.7,2240,-6.1,-13.1,18,1.4,,,,,,,,4.8,88.2,1432,-14.2,-28.2,16.1,1.4,23.8,82.9,2472,5.3,-54.7,15.6,1.7,0.2,96,2142,-12.7,-17.1,18.1,1.5,23.5,91.7,2150,3.2,-26.7,7.1,1.6,,,,,,,,,,,,,,,1.7,84.6,2323,9.8,-41.5,10.4,1.6,,,,,,,,,,,,,,,,,,,,,
"Valdez, Framber",664285,2023,29,31,198,808,24.8,7.1,0.252,0.409,0.287,0.32,6.9,2.6,45.6,26.7,47.2,55.2,18.5,23.9,2.4,L,2950,0.1,95.7,2205,6.3,-13.6,17.4,1.5,8.7,84.7,2636,-2.9,-41.8,5.3,1.8,15.7,90.1,1677,15.5,-29.1,16.5,1.7,25.3,80.2,2842,-8.7,-57.2,16.9,1.6,46.8,95.3,2188,15.8,-20.5,18.8,1.4,3.4,89.1,2438,-1.5,-28.1,6.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graveman, Kendall",608665,2023,32,68,66.1,282,23.4,12.8,0.234,0.382,0.312,0.328,6.3,2.3,35.6,29.2,43.6,38.5,28.2,24.7,8.6,R,1113,22.6,95.9,2338,-8.9,-13.7,18.5,1.2,26.8,87.1,2525,5.2,-34.3,6,1.5,9.1,88.4,1715,-14.2,-29.3,15.4,1.3,2.2,82.2,2515,7,-47.3,9.9,1.6,39.4,95.9,2263,-16.3,-19.3,19.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lodolo, Nick",666157,2023,25,7,34.1,166,28.3,6,0.242,0.468,0.426,0.336,6.9,4.9,40.2,30.4,46.9,47.1,26.5,23.5,2.9,L,646,46.4,93.2,2300,17.2,-20.1,20.9,1.1,,,,,,,,12.5,87.3,1993,18.8,-33.8,19.1,1.3,35.8,79.6,2726,-15,-44.7,15.3,1.5,5.3,93.4,2323,19.1,-24.6,20.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gilbert, Logan",669302,2023,26,32,190.2,770,24.5,4.7,0.243,0.41,0.29,0.297,6.1,2.9,44.6,26.3,52.2,42.2,28.5,23.2,6.1,R,2922,41.9,95.7,2000,-6.1,-12.8,18.2,1.3,29.7,88.7,2009,0.8,-34.4,2.2,1.4,,,,,,,,13.4,80.3,2324,7.1,-55.1,14.7,2.2,0.3,93.7,1871,-12.7,-16.7,19.2,1.6,,,,,,,,14.8,85.6,906,-7.3,-33.2,9.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Megill, Trevor",656730,2023,29,31,34.2,148,35.1,8.1,0.215,0.341,0.309,0.279,10.8,3.6,38.6,32.5,46.7,32.5,24.1,33.7,9.6,R,599,72.1,99.1,2537,-5.1,-9.9,18.8,1.2,,,,,,,,,,,,,,,27.9,85.8,2811,5.9,-47,11.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Varland, Gus",681402,2023,26,16,20.1,103,19.4,15.5,0.292,0.473,0.408,0.382,7.6,3,57.6,26.2,45.4,50,16.7,30.3,3,R,403,50.1,95.6,2256,-10.9,-13.8,19.7,1.1,44.9,88.9,2088,3.9,-38,6.1,1.7,5,89.4,1782,-15.5,-29.6,16.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glasnow, Tyler",607192,2023,29,21,120,485,33.4,7.6,0.218,0.392,0.27,0.292,6.3,2.1,44.6,35.3,48.6,50.9,23.2,22.1,3.9,R,1894,43.2,96.4,2489,-1,-12.7,17,1.3,34.8,90.1,2657,2.3,-32,3.7,1.6,0.3,92.3,1825,-13,-21.2,17,1.5,21.3,83.9,2726,1.1,-52.6,13.6,1.3,0.4,96.4,2519,-7.1,-13.3,17.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker, Taijuan",592836,2023,30,31,172.2,733,18.8,9.7,0.248,0.405,0.313,0.321,6.6,5.2,40.9,20.5,44.1,45.3,25,23.4,6.2,R,2837,17.6,92.8,2112,-9.1,-15.2,19,1.5,,,,,,,,,,,,,,,5.7,74.8,2352,7.8,-60.3,13.8,1.9,23.3,92.4,1964,-15.5,-20.6,19.3,1.7,17.6,87.1,2382,2.8,-25.3,11.3,1.9,33.2,87.9,1413,-11.9,-33,12.4,1.7,,,,,,,,2.6,82.5,2595,10.6,-33.2,13.3,1.6,,,,,,,,,,,,,,,,,,,,,
"Williams, Devin",642207,2023,28,61,58.2,231,37.7,12.1,0.171,0.284,0.214,0.254,7.8,4.3,29.6,41.1,46.9,47.8,22.6,26.1,3.5,R,948,39,94.2,2322,-10.8,-14.2,20.1,1.2,,,,,,,,57.9,83.8,2683,-19.8,-41.3,20.1,1.7,,,,,,,,,,,,,,,3.1,90.7,2399,-0.8,-18.4,15.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuhl, Chad",641771,2023,30,16,38.1,187,16.6,15,0.311,0.603,0.412,0.43,14.4,2.4,50.4,26.6,41,31.2,36.8,28,4,R,770,7.4,93.4,2209,-8,-15.3,18.1,1.9,43,85.4,2560,4.5,-37.3,5.2,2.1,4.2,87,1578,-13.9,-28.7,15.9,1.7,9.4,78.7,2779,9.8,-55.1,14.8,2,35.3,93.7,2214,-12.3,-15.9,19.8,2.3,0.6,88.9,2566,6,-33.3,6.8,1.4,,,,,,,,,,,,,,,0.1,80.9,3058,12.5,-58,20,,,,,,,,,,,,,,,,,,,,,,
"May, Dustin",669160,2023,25,9,48,187,18.2,8.6,0.232,0.338,0.229,0.286,6.7,2.2,40,15.8,47.3,44.4,26.7,24.4,4.4,R,735,26.9,97.3,2320,-9.6,-13.2,18.5,1.3,,,,,,,,4.5,90.9,1836,-16.2,-29,16.9,1.6,20.3,86.3,3113,14.4,-39.9,15.2,1.7,33.5,96.6,2368,-18.1,-20.2,20.5,1.5,14.8,93,2488,-0.1,-23.7,8.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maeda, Kenta",628317,2023,35,21,104.1,428,27.3,6.5,0.231,0.407,0.309,0.299,9.3,2.9,42.1,28.2,48.5,33.6,33.6,26.1,6.8,R,1700,27.4,91,2272,-6.8,-17.9,16.7,1.3,22.2,82.1,2583,5.1,-37.4,6.9,1.4,,,,,,,,3.6,76.4,2738,10.7,-61.2,17.8,1.5,6.4,90.3,2240,-14.3,-24.4,17.2,1.3,,,,,,,,31.9,84.1,1406,-10.8,-38.1,11.1,1.3,,,,,,,,8.4,80.3,2618,13.8,-41.1,14.1,1.4,,,,,,,,,,,,,,,,,,,,,
"Battenfield, Peyton",685410,2023,25,7,34.2,146,18.5,8.2,0.281,0.531,0.336,0.373,6.5,0.9,50.5,24.7,49.9,42.1,29.9,24.3,3.7,R,551,44.6,90.8,2361,-3,-14.9,18.7,1.1,,,,,,,,3.8,84.7,1948,-13.9,-26.6,18.4,1.3,10.7,79.7,2504,2.8,-51,8.8,1.2,,,,,,,,40.8,87.3,2320,3,-28.3,8.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Zack",668868,2023,25,25,66.1,287,25.1,8.7,0.257,0.419,0.329,0.329,5.9,3.7,43.6,23.7,43.8,45.7,22.3,25.5,6.4,L,1168,53.7,93.6,1804,7.1,-16.2,16.7,1.7,17,85.7,1985,-1.6,-32.3,5.4,1.7,2.1,86.1,1447,9.1,-24.9,15.3,2.1,27.3,75.4,2828,-6.6,-67.6,20,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yates, Kirby",489446,2023,36,61,60.1,254,31.5,14.6,0.205,0.388,0.282,0.326,6.8,5.3,40.2,30.8,45.5,37.9,31.1,22,9.1,R,1056,53.9,93.6,2314,-13.6,-17.5,19.4,1,0.2,83.9,2341,3.9,-34.2,6.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,86.1,1338,-12.5,-37.5,12.9,1.1,,,,,,,,1.3,76.4,2493,15.3,-49.4,15.7,1.3,,,,,,,,,,,,,,,,,,,,,
"Garcia, Robert",676395,2023,27,25,32,127,26,9.4,0.244,0.366,0.279,0.295,4.9,8.6,30.9,24.3,50.4,49.4,19.8,22.2,8.6,L,522,48.7,94.3,2219,8.3,-16.5,16.6,1.4,24.1,83.9,2333,-5.3,-39.2,5.6,1.6,27.2,88.1,1703,14.6,-34.3,14.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Littell, Zack",641793,2023,27,28,90,379,19.5,3.2,0.272,0.437,0.308,0.317,5.2,1.7,41.9,21,53.4,42.2,27.3,23.5,6.9,R,1330,31.2,94.1,2068,-8.3,-13.6,19.3,1.1,32.2,88.7,2212,0.8,-27,8.1,1.3,,,,,,,,,,,,,,,9.9,92.9,2075,-15,-18.7,19.9,1.1,,,,,,,,19.2,84.3,915,-8.8,-36.4,9.6,1.2,,,,,,,,7.5,80.5,2208,12.8,-44.3,13.3,1.2,,,,,,,,,,,,,,,,,,,,,
"Frías, Luis",666818,2023,25,29,31,139,18.7,12.2,0.257,0.426,0.339,0.346,5.3,5.3,38.3,26.4,48.4,41.5,29.8,20.2,8.5,R,539,37.5,96.1,2241,-5,-13.3,17.3,1.5,11.5,83.8,2086,4.2,-43.9,6.9,1.5,2.8,89.3,1372,-11.2,-25.9,14.5,1.4,,,,,,,,0.6,96.5,2367,-11.4,-10.5,22.3,1.5,47.7,90.5,2216,3.4,-27.1,7.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soriano, George",666277,2023,24,26,52,228,22.8,10.1,0.25,0.401,0.308,0.326,6.1,0.7,38.5,28.8,44.5,43.2,25.7,23.6,7.4,R,883,40.5,94.6,2127,-8,-18.8,14.3,1.4,37.9,83.3,2738,11,-39.7,11.4,1.9,21.5,88.9,2035,-18,-31.9,18.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramsey, Lane",682010,2023,26,21,20,92,19.6,9.8,0.246,0.336,0.339,0.299,9.2,4.6,33.8,24.2,46.2,36.9,27.7,24.6,10.8,R,340,48.8,94.5,2430,-9.1,-13.9,19.1,1.2,51.2,86.6,2426,3,-30.3,6.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raley, Brooks",548384,2023,35,66,54.2,236,25.8,10.6,0.212,0.321,0.289,0.284,4.9,4.2,29.2,28.9,43.4,43.1,26.4,20.1,10.4,L,982,0.6,89.7,2491,4.3,-24.2,10.7,1.4,,,,,,,,15.1,84.8,2065,17.1,-37,17.4,1.1,,,,,,,,25.1,89.9,2393,14.8,-29.9,15.7,1.1,23,86.8,2634,-4.2,-29.9,7.9,1.3,,,,,,,,,,,,,,,36.3,81.5,2957,-17.6,-39.1,18,1.1,,,,,,,,,,,,,,,,,,,,,
"Bolton, Cody",675989,2023,25,16,21.1,107,20.6,14,0.301,0.491,0.414,0.392,5.8,2.9,43.5,23.3,41.5,39.1,21.7,37.7,1.4,R,455,54.7,95.2,2356,-5.9,-16.1,15.4,1.4,,,,,,,,16.5,91.7,1984,-14.1,-32.9,14.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,83.6,2745,13.2,-37.5,13.5,1.3,,,,,,,,,,,,,,,,,,,,,
"Crawford, Kutter",676710,2023,27,31,129.1,527,25.6,6.8,0.208,0.374,0.29,0.28,7.4,3.1,35.3,26.8,52.4,35,31.9,19.1,14,R,2099,39.2,93.6,2488,-9.4,-12.4,21.3,1.4,6.3,82.9,2278,6.1,-35,8.7,1.6,,,,,,,,11.9,79.4,2236,7.9,-56.6,15.3,1.6,,,,,,,,28.2,88.6,2423,4.4,-25.5,10.4,1.3,7.7,82.4,1029,-8.5,-34.2,11.6,1.3,,,,,,,,6.7,82.2,2282,12.5,-37.4,13.4,1.3,,,,,,,,,,,,,,,,,,,,,
"Fried, Max",608331,2023,29,14,77.2,311,25.7,5.8,0.217,0.316,0.279,0.258,3.8,4.7,32.7,27.2,46.5,59.2,18,19,3.8,L,1243,33.2,94,2226,0.9,-17.8,13.2,1.8,6.4,85,2401,-5.1,-35.7,6.4,1.7,16.5,86.2,1453,12.5,-32,13.6,1.8,23.1,74.2,2770,-9.3,-66.6,18.9,1.9,11.7,93.5,2113,10.3,-20.6,15,1.7,4.4,87.5,2416,-4.1,-33.4,5.2,1.7,,,,,,,,,,,,,,,4.7,81.7,2632,-12.4,-44.1,13.1,1.7,,,,,,,,,,,,,,,,,,,,,
"Wesneski, Hayden",669713,2023,25,34,89.1,379,21.9,8.4,0.265,0.475,0.33,0.348,5,6.2,38.1,22.7,44.6,41.2,26.5,26.2,6.2,R,1479,29.6,94.3,2146,-6.8,-18.6,14.1,2,0.5,84.6,2450,6,-39.9,6.5,1.4,4.9,84.5,1585,-14.6,-35.6,15.3,2.2,,,,,,,,18.9,92.9,2030,-15.5,-25.8,16.8,2,10,88.8,2463,5,-30.7,6.6,1.9,,,,,,,,,,,,,,,36.1,82,2604,17.5,-40.5,17.7,2.1,,,,,,,,,,,,,,,,,,,,,
"Soto, Gregory",642397,2023,28,69,60.1,250,26,8.8,0.199,0.306,0.274,0.26,3.7,5.6,34.8,34,48.1,52.2,26.1,17.4,4.3,L,966,17.5,98.8,2326,10.9,-13.9,18,1.3,39,87.9,2399,-1.9,-31.9,4.7,1.6,0.2,92.2,2041,16.8,-24.4,18.7,1.5,,,,,,,,43.3,98.1,2363,17.4,-18.9,19.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kowar, Jackson",663804,2023,26,23,28,137,21.2,14.6,0.248,0.364,0.377,0.329,2.3,4.6,34.5,26.3,44.2,44.8,23,27.6,4.6,R,568,38.2,96.9,2017,-10.9,-14.5,18.3,1.2,26.2,86,2185,2,-38,3.3,1.9,35.6,86.6,2387,-16.5,-32.9,17.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Borucki, Ryan",621366,2023,29,38,40.1,152,21.7,2.6,0.236,0.372,0.238,0.284,5.4,6.3,29.7,27.7,52.7,47.7,24.3,18.9,9,L,528,,,,,,,,54.7,87.8,2408,-0.7,-29.9,5.7,1.2,11.2,84.6,1805,14.7,-30.8,16.7,1.3,,,,,,,,20.3,94,2291,17.3,-23.5,18.8,1.2,,,,,,,,,,,,,,,,,,,,,,13.8,82.4,2454,-12.2,-38.9,12.7,1.5,,,,,,,,,,,,,,,,,,,,,
"López, Reynaldo",625643,2023,29,68,66,278,29.9,12.2,0.216,0.383,0.286,0.309,6.9,6.9,38.4,30.5,51.2,40.3,30.2,21.4,8.2,R,1205,64.3,98.2,2189,-8.9,-11.9,18.9,1.5,29.4,87.9,2364,5.8,-34,6.6,1.9,5.4,88.5,1687,-12.6,-24.4,16.8,2,0.9,80.5,2400,5.7,-47.2,7.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
